tile_id,sheet,row,col,x,y,w,h,cv_label,cv_tags,coverage,bbox,thumbnail
creatures_04_00,creatures,4,0,0,64,16,16,large monster / humanoid beast variant,creatures;medium;edge-touching;centered;monster;humanoid,0.363,"0,0,16,16",thumbs/creatures_04_00.png
creatures_04_01,creatures,4,1,16,64,16,16,large monster / humanoid beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.34,"4,1,16,16",thumbs/creatures_04_01.png
creatures_04_02,creatures,4,2,32,64,16,16,large monster / humanoid beast variant,creatures;sparse;diagonal;centered;monster;humanoid,0.227,"1,1,14,16",thumbs/creatures_04_02.png
creatures_04_03,creatures,4,3,48,64,16,16,large monster / humanoid beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.461,"1,0,15,16",thumbs/creatures_04_03.png
creatures_04_04,creatures,4,4,64,64,16,16,large monster / humanoid beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.312,"1,1,15,15",thumbs/creatures_04_04.png
creatures_04_05,creatures,4,5,80,64,16,16,large monster / humanoid beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.387,"1,2,16,15",thumbs/creatures_04_05.png
creatures_04_06,creatures,4,6,96,64,16,16,large monster / humanoid beast variant,creatures;sparse;diagonal;monster;humanoid,0.238,"2,1,15,16",thumbs/creatures_04_06.png
creatures_04_07,creatures,4,7,112,64,16,16,large monster / humanoid beast variant,creatures;medium;monster;humanoid,0.293,"2,0,15,16",thumbs/creatures_04_07.png
creatures_04_08,creatures,4,8,128,64,16,16,large monster / humanoid beast variant,creatures;sparse;diagonal;centered;monster;humanoid,0.242,"2,1,15,15",thumbs/creatures_04_08.png
creatures_04_09,creatures,4,9,144,64,16,16,large monster / humanoid beast variant,creatures;medium;diagonal;edge-touching;centered;monster;humanoid,0.461,"0,0,16,16",thumbs/creatures_04_09.png
creatures_04_10,creatures,4,10,160,64,16,16,large monster / humanoid beast variant,creatures;medium;edge-touching;centered;monster;humanoid,0.398,"0,0,16,16",thumbs/creatures_04_10.png
creatures_04_11,creatures,4,11,176,64,16,16,large monster / humanoid beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.328,"2,0,16,16",thumbs/creatures_04_11.png
creatures_04_12,creatures,4,12,192,64,16,16,large monster / humanoid beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.375,"2,1,15,16",thumbs/creatures_04_12.png
creatures_06_00,creatures,6,0,0,96,16,16,skeleton / ghostly creature,creatures;sparse;creature,0.172,"1,2,13,15",thumbs/creatures_06_00.png
creatures_06_01,creatures,6,1,16,96,16,16,skeleton / ghostly creature,creatures;sparse;creature,0.137,"1,2,14,15",thumbs/creatures_06_01.png
creatures_06_02,creatures,6,2,32,96,16,16,skeleton / ghostly creature,creatures;sparse;centered;creature,0.191,"2,1,13,15",thumbs/creatures_06_02.png
creatures_06_03,creatures,6,3,48,96,16,16,skeleton / ghostly creature,creatures;sparse;centered;creature,0.156,"1,1,16,14",thumbs/creatures_06_03.png
creatures_06_04,creatures,6,4,64,96,16,16,orb / elemental / eye monster,creatures;medium;diagonal;centered;monster,0.422,"1,1,16,15",thumbs/creatures_06_04.png
creatures_06_05,creatures,6,5,80,96,16,16,orb / elemental / eye monster,creatures;sparse;monster,0.184,"1,3,15,15",thumbs/creatures_06_05.png
creatures_06_06,creatures,6,6,96,96,16,16,orb / elemental / eye monster,creatures;sparse;monster,0.199,"1,4,16,15",thumbs/creatures_06_06.png
creatures_06_07,creatures,6,7,112,96,16,16,orb / elemental / eye monster,creatures;sparse;diagonal;centered;monster,0.23,"2,1,15,15",thumbs/creatures_06_07.png
creatures_06_08,creatures,6,8,128,96,16,16,orb / elemental / eye monster,creatures;medium;diagonal;edge-touching;centered;monster,0.48,"0,0,16,16",thumbs/creatures_06_08.png
creatures_06_09,creatures,6,9,144,96,16,16,spirit / blob / jelly creature,creatures;sparse;centered;creature,0.18,"3,2,13,15",thumbs/creatures_06_09.png
creatures_06_10,creatures,6,10,160,96,16,16,spirit / blob / jelly creature,creatures;sparse;diagonal;centered;creature,0.227,"2,2,15,15",thumbs/creatures_06_10.png
creatures_06_11,creatures,6,11,176,96,16,16,spirit / blob / jelly creature,creatures;sparse;diagonal;centered;creature,0.246,"1,0,16,15",thumbs/creatures_06_11.png
creatures_06_12,creatures,6,12,192,96,16,16,spirit / blob / jelly creature,creatures;medium;centered;creature,0.281,"2,1,15,16",thumbs/creatures_06_12.png
creatures_06_13,creatures,6,13,208,96,16,16,tree/plant monster or winged creature,creatures;sparse;creature;monster;plant,0.152,"2,1,14,15",thumbs/creatures_06_13.png
creatures_06_14,creatures,6,14,224,96,16,16,tree/plant monster or winged creature,creatures;sparse;centered;creature;monster;plant,0.238,"2,1,15,15",thumbs/creatures_06_14.png
creatures_06_15,creatures,6,15,240,96,16,16,tree/plant monster or winged creature,creatures;medium;diagonal;centered;creature;monster;plant,0.438,"1,1,16,15",thumbs/creatures_06_15.png
creatures_07_00,creatures,7,0,0,112,16,16,hooded figure / ghost variant,creatures;medium;diagonal;centered,0.418,"0,0,16,16",thumbs/creatures_07_00.png
creatures_07_01,creatures,7,1,16,112,16,16,hooded figure / ghost variant,creatures;sparse;diagonal;centered,0.227,"3,0,13,15",thumbs/creatures_07_01.png
creatures_07_02,creatures,7,2,32,112,16,16,hooded figure / ghost variant,creatures;medium;diagonal,0.348,"0,1,16,15",thumbs/creatures_07_02.png
creatures_07_03,creatures,7,3,48,112,16,16,hooded figure / ghost variant,creatures;medium;diagonal,0.34,"0,1,16,15",thumbs/creatures_07_03.png
creatures_07_04,creatures,7,4,64,112,16,16,humanoid monster / beast variant,creatures;sparse;diagonal;centered;monster;humanoid,0.219,"2,0,13,15",thumbs/creatures_07_04.png
creatures_07_05,creatures,7,5,80,112,16,16,humanoid monster / beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.289,"2,0,15,16",thumbs/creatures_07_05.png
creatures_07_06,creatures,7,6,96,112,16,16,humanoid monster / beast variant,creatures;sparse;diagonal;centered;monster;humanoid,0.277,"1,1,15,15",thumbs/creatures_07_06.png
creatures_07_07,creatures,7,7,112,112,16,16,humanoid monster / beast variant,creatures;medium;diagonal;centered;monster;humanoid,0.363,"1,0,16,16",thumbs/creatures_07_07.png
creatures_07_08,creatures,7,8,128,112,16,16,humanoid monster / beast variant,creatures;medium;centered;monster;humanoid,0.32,"1,0,16,16",thumbs/creatures_07_08.png
creatures_07_09,creatures,7,9,144,112,16,16,humanoid monster / beast variant,creatures;medium;centered;monster;humanoid,0.293,"1,0,16,16",thumbs/creatures_07_09.png
creatures_09_00,creatures,9,0,0,144,16,16,small animal / rodent variant,creatures;sparse,0.109,"3,7,14,15",thumbs/creatures_09_00.png
creatures_09_01,creatures,9,1,16,144,16,16,small animal / rodent variant,creatures;sparse;diagonal;centered,0.262,"2,3,15,15",thumbs/creatures_09_01.png
creatures_09_02,creatures,9,2,32,144,16,16,small animal / rodent variant,creatures;sparse;diagonal;centered,0.238,"2,2,14,15",thumbs/creatures_09_02.png
creatures_09_03,creatures,9,3,48,144,16,16,small animal / rodent variant,creatures;sparse;diagonal;centered,0.27,"1,0,16,15",thumbs/creatures_09_03.png
creatures_09_04,creatures,9,4,64,144,16,16,large animal / beast variant,creatures;medium;diagonal;centered,0.367,"1,0,16,15",thumbs/creatures_09_04.png
creatures_09_05,creatures,9,5,80,144,16,16,large animal / beast variant,creatures;medium;diagonal;centered,0.43,"1,2,16,15",thumbs/creatures_09_05.png
creatures_09_06,creatures,9,6,96,144,16,16,large animal / beast variant,creatures;sparse;diagonal;centered,0.258,"3,3,15,15",thumbs/creatures_09_06.png
creatures_09_07,creatures,9,7,112,144,16,16,large animal / beast variant,creatures;medium;centered,0.297,"1,2,16,15",thumbs/creatures_09_07.png
creatures_09_08,creatures,9,8,128,144,16,16,large animal / beast variant,creatures;sparse,0.129,"2,6,15,15",thumbs/creatures_09_08.png
creatures_09_09,creatures,9,9,144,144,16,16,bird / flying creature variant,creatures;sparse;centered;creature;bird,0.152,"2,5,15,15",thumbs/creatures_09_09.png
creatures_09_10,creatures,9,10,160,144,16,16,bird / flying creature variant,creatures;sparse;creature;bird,0.148,"4,3,15,15",thumbs/creatures_09_10.png
creatures_09_11,creatures,9,11,176,144,16,16,bird / flying creature variant,creatures;medium;diagonal;centered;creature;bird,0.297,"0,2,16,15",thumbs/creatures_09_11.png
creatures_09_12,creatures,9,12,192,144,16,16,bird / flying creature variant,creatures;medium;diagonal;centered;creature;bird,0.531,"0,1,16,15",thumbs/creatures_09_12.png
creatures_09_13,creatures,9,13,208,144,16,16,bird / flying creature variant,creatures;medium;diagonal;centered;creature;bird,0.457,"2,0,16,16",thumbs/creatures_09_13.png
creatures_10_00,creatures,10,0,0,160,16,16,flying beast / bird / dragon variant,creatures;sparse;centered;bird;dragon,0.129,"3,7,14,15",thumbs/creatures_10_00.png
creatures_10_01,creatures,10,1,16,160,16,16,flying beast / bird / dragon variant,creatures;sparse;diagonal;centered;bird;dragon,0.258,"1,1,15,15",thumbs/creatures_10_01.png
creatures_10_02,creatures,10,2,32,160,16,16,flying beast / bird / dragon variant,creatures;medium;diagonal;centered;bird;dragon,0.285,"1,0,15,15",thumbs/creatures_10_02.png
creatures_10_03,creatures,10,3,48,160,16,16,flying beast / bird / dragon variant,creatures;sparse;diagonal;centered;bird;dragon,0.262,"0,3,16,15",thumbs/creatures_10_03.png
creatures_10_04,creatures,10,4,64,160,16,16,flying beast / bird / dragon variant,creatures;medium;diagonal;centered;bird;dragon,0.336,"1,1,16,15",thumbs/creatures_10_04.png
creatures_10_05,creatures,10,5,80,160,16,16,flying beast / bird / dragon variant,creatures;medium;diagonal;centered;bird;dragon,0.332,"1,1,16,16",thumbs/creatures_10_05.png
creatures_10_06,creatures,10,6,96,160,16,16,flying beast / bird / dragon variant,creatures;sparse;centered;bird;dragon,0.172,"1,3,16,11",thumbs/creatures_10_06.png
creatures_10_07,creatures,10,7,112,160,16,16,flying beast / bird / dragon variant,creatures;sparse;diagonal;centered;bird;dragon,0.258,"0,2,16,12",thumbs/creatures_10_07.png
creatures_10_08,creatures,10,8,128,160,16,16,flying beast / bird / dragon variant,creatures;sparse;diagonal;bird;dragon,0.262,"1,1,16,13",thumbs/creatures_10_08.png
creatures_12_00,creatures,12,0,0,192,16,16,flying monster / dragon / magical entity,creatures;sparse;centered;monster;dragon,0.223,"2,4,15,16",thumbs/creatures_12_00.png
creatures_12_01,creatures,12,1,16,192,16,16,flying monster / dragon / magical entity,creatures;sparse;diagonal;centered;monster;dragon,0.277,"0,4,15,16",thumbs/creatures_12_01.png
creatures_12_02,creatures,12,2,32,192,16,16,flying monster / dragon / magical entity,creatures;medium;diagonal;centered;monster;dragon,0.371,"0,2,16,14",thumbs/creatures_12_02.png
creatures_12_03,creatures,12,3,48,192,16,16,flying monster / dragon / magical entity,creatures;medium;diagonal;centered;monster;dragon,0.281,"3,2,16,16",thumbs/creatures_12_03.png
creatures_12_04,creatures,12,4,64,192,16,16,flying monster / dragon / magical entity,creatures;sparse;diagonal;centered;monster;dragon,0.277,"1,1,16,16",thumbs/creatures_12_04.png
creatures_12_05,creatures,12,5,80,192,16,16,flying monster / dragon / magical entity,creatures;medium;diagonal;edge-touching;centered;monster;dragon,0.504,"0,0,16,15",thumbs/creatures_12_05.png
creatures_12_06,creatures,12,6,96,192,16,16,flying monster / dragon / magical entity,creatures;sparse;centered;monster;dragon,0.227,"1,2,14,14",thumbs/creatures_12_06.png
creatures_12_07,creatures,12,7,112,192,16,16,flying monster / dragon / magical entity,creatures;medium;diagonal;centered;monster;dragon,0.316,"1,0,16,16",thumbs/creatures_12_07.png
creatures_14_00,creatures,14,0,0,224,16,16,terrain hazard / plant / nest,creatures;sparse;terrain;plant,0.172,"2,8,15,15",thumbs/creatures_14_00.png
creatures_14_01,creatures,14,1,16,224,16,16,terrain hazard / plant / nest,creatures;sparse;terrain;plant,0.18,"2,1,15,15",thumbs/creatures_14_01.png
creatures_14_02,creatures,14,2,32,224,16,16,terrain hazard / plant / nest,creatures;medium;diagonal;centered;terrain;plant,0.375,"1,5,16,15",thumbs/creatures_14_02.png
creatures_14_03,creatures,14,3,48,224,16,16,structure / statue / object creature,creatures;sparse;diagonal;centered;creature,0.242,"0,1,16,15",thumbs/creatures_14_03.png
creatures_14_04,creatures,14,4,64,224,16,16,structure / statue / object creature,creatures;medium;diagonal;centered;creature,0.383,"1,1,16,15",thumbs/creatures_14_04.png
creatures_14_05,creatures,14,5,80,224,16,16,structure / statue / object creature,creatures;medium;diagonal;centered;creature,0.359,"2,0,15,15",thumbs/creatures_14_05.png
creatures_14_06,creatures,14,6,96,224,16,16,structure / statue / object creature,creatures;medium;diagonal;edge-touching;creature,0.438,"0,1,16,15",thumbs/creatures_14_06.png
creatures_14_07,creatures,14,7,112,224,16,16,slime / mushroom / plant creature,creatures;sparse;diagonal;centered;creature;plant;slime,0.254,"2,8,14,15",thumbs/creatures_14_07.png
creatures_14_08,creatures,14,8,128,224,16,16,slime / mushroom / plant creature,creatures;medium;diagonal;centered;creature;plant;slime,0.289,"1,4,15,15",thumbs/creatures_14_08.png
creatures_14_09,creatures,14,9,144,224,16,16,slime / mushroom / plant creature,creatures;sparse;centered;creature;plant;slime,0.242,"3,4,15,15",thumbs/creatures_14_09.png
creatures_14_10,creatures,14,10,160,224,16,16,slime / mushroom / plant creature,creatures;medium;centered;creature;plant;slime,0.281,"1,2,15,15",thumbs/creatures_14_10.png
creatures_14_11,creatures,14,11,176,224,16,16,slime / mushroom / plant creature,creatures;sparse;creature;plant;slime,0.266,"1,1,16,15",thumbs/creatures_14_11.png
creatures_14_12,creatures,14,12,192,224,16,16,slime / mushroom / plant creature,creatures;medium;diagonal;centered;creature;plant;slime,0.285,"0,1,16,16",thumbs/creatures_14_12.png
creatures_14_13,creatures,14,13,208,224,16,16,large beast / worm creature,creatures;sparse;diagonal;creature,0.258,"2,1,15,16",thumbs/creatures_14_13.png
creatures_14_14,creatures,14,14,224,224,16,16,large beast / worm creature,creatures;medium;creature,0.281,"1,2,15,16",thumbs/creatures_14_14.png
creatures_14_15,creatures,14,15,240,224,16,16,large beast / worm creature,creatures;medium;diagonal;centered;creature,0.355,"1,0,16,15",thumbs/creatures_14_15.png
creatures_15_00,creatures,15,0,0,240,16,16,large monster / beast variant,creatures;medium;diagonal;edge-touching;centered;monster,0.492,"0,0,16,16",thumbs/creatures_15_00.png
creatures_15_01,creatures,15,1,16,240,16,16,large monster / beast variant,creatures;sparse;monster,0.227,"1,1,16,16",thumbs/creatures_15_01.png
creatures_15_02,creatures,15,2,32,240,16,16,large monster / beast variant,creatures;medium;diagonal;edge-touching;centered;monster,0.348,"2,0,16,16",thumbs/creatures_15_02.png
creatures_15_03,creatures,15,3,48,240,16,16,large monster / beast variant,creatures;medium;diagonal;centered;monster,0.359,"0,1,16,15",thumbs/creatures_15_03.png
creatures_15_04,creatures,15,4,64,240,16,16,large monster / beast variant,creatures;medium;diagonal;centered;monster,0.391,"1,0,16,16",thumbs/creatures_15_04.png
creatures_15_05,creatures,15,5,80,240,16,16,large monster / beast variant,creatures;medium;monster,0.355,"1,2,15,15",thumbs/creatures_15_05.png
creatures_15_06,creatures,15,6,96,240,16,16,large monster / beast variant,creatures;sparse;monster,0.168,"3,7,14,15",thumbs/creatures_15_06.png
creatures_15_07,creatures,15,7,112,240,16,16,large monster / beast variant,creatures;sparse;monster,0.176,"1,2,14,16",thumbs/creatures_15_07.png
creatures_15_08,creatures,15,8,128,240,16,16,large monster / beast variant,creatures;medium;diagonal;centered;monster,0.301,"0,2,14,15",thumbs/creatures_15_08.png
creatures_15_09,creatures,15,9,144,240,16,16,large monster / beast variant,creatures;medium;diagonal;edge-touching;centered;monster,0.418,"1,0,16,16",thumbs/creatures_15_09.png
creatures_15_10,creatures,15,10,160,240,16,16,large monster / beast variant,creatures;medium;diagonal;centered;monster,0.348,"1,1,15,15",thumbs/creatures_15_10.png
creatures_15_11,creatures,15,11,176,240,16,16,large monster / beast variant,creatures;medium;centered;monster,0.309,"1,2,15,15",thumbs/creatures_15_11.png
creatures_15_12,creatures,15,12,192,240,16,16,large monster / beast variant,creatures;sparse;diagonal;centered;monster,0.18,"2,6,14,15",thumbs/creatures_15_12.png
creatures_15_13,creatures,15,13,208,240,16,16,large monster / beast variant,creatures;sparse;diagonal;centered;monster,0.227,"3,3,14,14",thumbs/creatures_15_13.png
creatures_15_14,creatures,15,14,224,240,16,16,large monster / beast variant,creatures;medium;diagonal;edge-touching;centered;monster,0.508,"1,0,14,16",thumbs/creatures_15_14.png
creatures_15_15,creatures,15,15,240,240,16,16,large monster / beast variant,creatures;medium;diagonal;centered;monster,0.34,"0,1,16,16",thumbs/creatures_15_15.png
creatures_16_00,creatures,16,0,0,256,16,16,small monster / demon / beast variant,creatures;medium;diagonal;centered;monster,0.383,"1,1,15,16",thumbs/creatures_16_00.png
creatures_16_01,creatures,16,1,16,256,16,16,small monster / demon / beast variant,creatures;sparse;diagonal;centered;monster,0.234,"1,1,15,15",thumbs/creatures_16_01.png
creatures_16_02,creatures,16,2,32,256,16,16,small monster / demon / beast variant,creatures;medium;diagonal;centered;monster,0.359,"2,2,16,16",thumbs/creatures_16_02.png
creatures_16_03,creatures,16,3,48,256,16,16,small monster / demon / beast variant,creatures;sparse;diagonal;centered;monster,0.238,"4,3,15,15",thumbs/creatures_16_03.png
creatures_16_04,creatures,16,4,64,256,16,16,small monster / demon / beast variant,creatures;sparse;centered;monster,0.242,"2,1,14,15",thumbs/creatures_16_04.png
creatures_16_05,creatures,16,5,80,256,16,16,small monster / demon / beast variant,creatures;medium;diagonal;centered;monster,0.309,"1,1,14,14",thumbs/creatures_16_05.png
autotile_00_00,autotile,0,0,0,0,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.273,"0,0,16,16",thumbs/autotile_00_00.png
autotile_00_01,autotile,0,1,16,0,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.125,"0,0,16,2",thumbs/autotile_00_01.png
autotile_00_02,autotile,0,2,32,0,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.273,"0,0,16,16",thumbs/autotile_00_02.png
autotile_00_03,autotile,0,3,48,0,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.453,"0,0,16,16",thumbs/autotile_00_03.png
autotile_00_04,autotile,0,4,64,0,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.398,"0,0,16,16",thumbs/autotile_00_04.png
autotile_00_05,autotile,0,5,80,0,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.25,"0,0,16,16",thumbs/autotile_00_05.png
autotile_00_06,autotile,0,6,96,0,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.25,"0,0,16,16",thumbs/autotile_00_06.png
autotile_00_07,autotile,0,7,112,0,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.398,"0,0,16,16",thumbs/autotile_00_07.png
autotile_00_08,autotile,0,8,128,0,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.375,"0,0,16,16",thumbs/autotile_00_08.png
autotile_00_09,autotile,0,9,144,0,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.156,"0,0,16,16",thumbs/autotile_00_09.png
autotile_00_12,autotile,0,12,192,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.77,"0,0,16,16",thumbs/autotile_00_12.png
autotile_00_13,autotile,0,13,208,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.859,"0,0,16,16",thumbs/autotile_00_13.png
autotile_00_14,autotile,0,14,224,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.867,"0,0,16,16",thumbs/autotile_00_14.png
autotile_00_15,autotile,0,15,240,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.855,"0,0,16,16",thumbs/autotile_00_15.png
autotile_00_16,autotile,0,16,256,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.766,"0,0,16,16",thumbs/autotile_00_16.png
autotile_00_17,autotile,0,17,272,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.867,"0,0,16,16",thumbs/autotile_00_17.png
autotile_00_18,autotile,0,18,288,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.871,"0,0,16,16",thumbs/autotile_00_18.png
autotile_00_19,autotile,0,19,304,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.766,"0,0,16,16",thumbs/autotile_00_19.png
autotile_00_20,autotile,0,20,320,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.832,"0,1,16,16",thumbs/autotile_00_20.png
autotile_00_21,autotile,0,21,336,0,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.859,"0,0,16,16",thumbs/autotile_00_21.png
autotile_01_00,autotile,1,0,0,16,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.188,"0,0,4,16",thumbs/autotile_01_00.png
autotile_01_02,autotile,1,2,32,16,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.188,"12,0,16,16",thumbs/autotile_01_02.png
autotile_01_03,autotile,1,3,48,16,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.375,"0,0,16,16",thumbs/autotile_01_03.png
autotile_01_04,autotile,1,4,64,16,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.312,"0,0,16,16",thumbs/autotile_01_04.png
autotile_01_05,autotile,1,5,80,16,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.125,"12,5,16,16",thumbs/autotile_01_05.png
autotile_01_06,autotile,1,6,96,16,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.125,"0,5,4,16",thumbs/autotile_01_06.png
autotile_01_07,autotile,1,7,112,16,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;wall,0.312,"0,0,16,16",thumbs/autotile_01_07.png
autotile_01_08,autotile,1,8,128,16,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.25,"0,5,16,16",thumbs/autotile_01_08.png
autotile_01_09,autotile,1,9,144,16,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.152,"0,0,16,16",thumbs/autotile_01_09.png
autotile_01_12,autotile,1,12,192,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.797,"1,0,16,16",thumbs/autotile_01_12.png
autotile_01_13,autotile,1,13,208,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.961,"0,0,16,16",thumbs/autotile_01_13.png
autotile_01_14,autotile,1,14,224,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.855,"0,0,16,16",thumbs/autotile_01_14.png
autotile_01_15,autotile,1,15,240,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.879,"0,0,16,16",thumbs/autotile_01_15.png
autotile_01_16,autotile,1,16,256,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.871,"1,0,16,16",thumbs/autotile_01_16.png
autotile_01_17,autotile,1,17,272,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.957,"0,0,16,16",thumbs/autotile_01_17.png
autotile_01_18,autotile,1,18,288,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.957,"0,0,16,16",thumbs/autotile_01_18.png
autotile_01_19,autotile,1,19,304,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.852,"0,0,15,16",thumbs/autotile_01_19.png
autotile_01_20,autotile,1,20,320,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.938,"0,0,16,16",thumbs/autotile_01_20.png
autotile_01_21,autotile,1,21,336,16,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.859,"0,0,16,16",thumbs/autotile_01_21.png
autotile_02_00,autotile,2,0,0,32,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.617,"0,0,16,15",thumbs/autotile_02_00.png
autotile_02_01,autotile,2,1,16,32,16,16,autotile wall/room edge variant,autotile;medium;diagonal;edge-touching;centered;wall,0.562,"0,5,16,15",thumbs/autotile_02_01.png
autotile_02_02,autotile,2,2,32,32,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.617,"0,0,16,15",thumbs/autotile_02_02.png
autotile_02_03,autotile,2,3,48,32,16,16,autotile wall/room edge variant,autotile;dense;diagonal;edge-touching;centered;wall,0.711,"0,0,16,15",thumbs/autotile_02_03.png
autotile_02_04,autotile,2,4,64,32,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.219,"0,0,16,16",thumbs/autotile_02_04.png
autotile_02_05,autotile,2,5,80,32,16,16,autotile wall/room edge variant,autotile;sparse;wall,0.031,"12,0,16,2",thumbs/autotile_02_05.png
autotile_02_06,autotile,2,6,96,32,16,16,autotile wall/room edge variant,autotile;sparse;wall,0.031,"0,0,4,2",thumbs/autotile_02_06.png
autotile_02_07,autotile,2,7,112,32,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.219,"0,0,16,16",thumbs/autotile_02_07.png
autotile_02_08,autotile,2,8,128,32,16,16,autotile wall/room edge variant,autotile;sparse;wall,0.062,"0,0,16,2",thumbs/autotile_02_08.png
autotile_02_09,autotile,2,9,144,32,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.184,"0,0,16,16",thumbs/autotile_02_09.png
autotile_02_10,autotile,2,10,160,32,16,16,autotile wall/room edge variant,autotile;sparse;edge-touching;wall,0.188,"0,0,16,16",thumbs/autotile_02_10.png
autotile_02_12,autotile,2,12,192,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.867,"0,0,16,16",thumbs/autotile_02_12.png
autotile_02_13,autotile,2,13,208,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.844,"0,0,16,16",thumbs/autotile_02_13.png
autotile_02_14,autotile,2,14,224,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.848,"0,0,16,16",thumbs/autotile_02_14.png
autotile_02_15,autotile,2,15,240,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.809,"1,0,16,16",thumbs/autotile_02_15.png
autotile_02_16,autotile,2,16,256,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.93,"0,0,16,16",thumbs/autotile_02_16.png
autotile_02_17,autotile,2,17,272,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.957,"0,0,16,16",thumbs/autotile_02_17.png
autotile_02_18,autotile,2,18,288,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.957,"0,0,16,16",thumbs/autotile_02_18.png
autotile_02_19,autotile,2,19,304,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.883,"0,0,16,16",thumbs/autotile_02_19.png
autotile_02_20,autotile,2,20,320,32,16,16,autotile ground/rock texture variant,autotile;dense;diagonal;edge-touching;centered;rock,0.938,"0,0,16,16",thumbs/autotile_02_20.png
